multilocation_day_id,minutes_id,name,address,lat_long,url,notes,gps_lat,gps_long,address1,city,county,state_province,postal_code,country
,172,"King School House (Mt. Vernon Baptist Church), Natural Bridge, Alabama","County Rd 357 (off US Hwy 278), Haleyville, AL 35565","34.103610, -87.572780",http://roadsidethoughts.com/cem_map.htm?cem=Mount%20Vernon%20Missionary%20Baptist%20Church%20Cemetery&lat=34.103610&lon=-87.572780&lsr=gn&st=Alabama&frm=Natural%20Bridge&dir=ENE&dst=1&frm=Natural%20Bridge,,,,,,,,,
,174,"Liberty Church, Helicon, Alabama","County Road 40 x County Road 4025, Helicon, AL 35541","34.131920, -87.150532",,,,,,,,,,
,175,"Concord Primitive Baptist Church, Winfield, Alabama","575 County Highway 173, Winfield, AL 35594","33.944158, -87.794022",,"Rented by Winfield City Family Church, from April 2012 until January 2016. https://www.facebook.com/WinfieldCityFamilyChurch/timeline?ref=page_internal",,,,,,,,
,176,"Marion County Court House, Hamilton, Alabama","132 Military St South, Hamilton, AL 35570","34.142114, -87.989100",,,,,,,,,,
,177,"Shady Grove (Keeton Cemetery), Nauvoo (Walker County), Alabama","Keeton Cemetery Rd x Keeton Ln (near Slicklizzard Rd), Nauvoo, AL 35578","33.953091, -87.463703",,,,,,,,,,
,178,"St. Peter’s Episcopal Church, Cazenovia, New York","12 Mill St, Cazenovia, NY 13035","42.929005, -75.853590",http://www.stpeterscaz.org/index.html,,,,,,,,,
,179,"Little Branch Primitive Baptist Church, Albertville, Alabama","W Main St, Albertville, AL 35950","34.269315, -86.216055",,,,,,,,,,
,180,"New Hope Primitive Baptist Church, Villa Rica, Georgia","200 Old Liberty Rd, Villa Rica, GA 30180","33.729666, -84.901310",,,,,,,,,,
,181,"Antioch Baptist Church, Ider, Alabama","County Rd 783 x County Rd 141, Ider, AL 35981","34.750679, -85.628201",,,,,,,,,,
,182,"Walnut Hills Christian Church, Cincinnati, Ohio","1438 E McMillan St, Cincinnati, OH 45206","39.125283, -84.478182",,,,,,,,,,
,184,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,185,"Food Services Building (Z-6), Carrollton, Georgia","1601 Maple Street, Carrollton, GA 30118","33.572743, -85.105687",,,,,,,,,,
,186,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",http://files.usgwarchives.net/al/walker/church/bp10pleasant.txt,,,,,,,,,
,187,"Camp Ground Methodist Church, Cleburne County, Alabama","24581 Co Rd 49, Muscadine, AL 36269","33.770347, -85.413262",,,,,,,,,,
,188,"Irish American Heritage Center, Chicago, Illinois","4626 N Knox Ave, Chicago, IL 60630","41.965317, -87.744410",http://irish-american.org/,,,,,,,,,
,189,"Angels Gate Cultural Center, San Pedro, California","3601 S Gaffey St, San Pedro, CA 90731","33.713440, -118.293494",http://www.angelsgateart.org/,,,,,,,,,
,191,"Southwestern Baptist Theological Seminary - Cowden Hall, Fort Worth, Texas","Stanley Ave x Broadus St, Forth Worth, TX 76115","32.682829, -97.347316",http://admissions.swbts.edu/visit/,,,,,,,,,
,193,"Jacksonville Community Center, Jacksonville, Alabama","Ladiga St SE x Chinabee Ave SE, Jacksonville, AL 36265","33.813785, -85.760119",,Now torn down,,,,,,,,
,194,"Mt. Hope Baptist Church, Northeast of Sipsey, Alabama","5039 Campbellville Rd, Bremen, AL 35033","33.883750, -87.044944",,,,,,,,,,
,195,"University of Chicago - Ida Noyes Hall, Chicago, Illinois","1212 E 59th St, Chicago, IL 60637","41.788046, -87.595566",https://maps.uchicago.edu/?location=Ida+Noyes+Hall,,,,,,,,,
1,196,"English Chapel, Ohio Northern University, Ada, Ohio","525 S Main St, Ada, OH 45810","40.767237, -83.828659",,,,,,,,,,
2,196,"Ebenezer Mennonite Church Schoolhouse, Bluffton, Ohio","8905 Columbus Grove-Bluffton Rd, Bluffton, OH 45817","40.892030, -83.937665",,,,,,,,,,
,197,"Cordova Senior Citizen Center, Cordova, Alabama","65 3rd Ave, Cordova, AL 35550","33.761857, -87.183556",,,,,,,,,,
,198,"Winston County Courthouse, Winston County, Alabama","Court Dr x Blake Dr, Double Springs, AL 35553","34.146753, -87.402194",http://www.winstoncountycircuitclerk.org/,,,,,,,,,
,199,"College Station Conference Center, College Station, Texas","1300 George Bush Dr, College Station, TX 77840","30.612429, -96.329705",,Building was torn down,,,,,,,,
,200,"Sunset Hill Community Center, Seattle, Washington","3003 NW 66th St, Seattle, WA 98117","47.676384, -122.396074",http://sunsethillcommunity.org/,,,,,,,,,
,202,"Page-Walker Arts & History Center, Cary, North Carolina","119 Ambassador Loop, Cary, NC 27513","35.788714, -78.779455",,,,,,,,,,
,203,"Bethel Primitive Baptist Church, Heard County, Georgia","Armstrong Mill Rd x US Hwy 27, Centralhatchee, GA 30170","33.391963, -85.115294",,,,,,,,,,
,204,"New Flatwoods Church, Nauvoo (Walker County), Alabama","New Flatwood Rd (between County Rd 11 & Jagger Rd), Nauvoo, AL 35578","33.946955, -87.488410",,,,,,,,,,
,205,"Ephesus School, Roopville, Georgia","24414 Georgia Hwy 100, Roopville, GA 30170","33.405675, -85.252988",,,,,,,,,,
,207,"Oxford City Hall, Oxford, Mississippi","107 Courthouse Square, Oxford, MS 38655","34.366483, -89.517889",http://www.oxfordms.net/,,,,,,,,,
,208,"Old Clear Creek Church, Marshall County, Alabama","Wisner Rd x Friendship Rd, Boaz, AL 35957","34.147144, -86.288142",,,,,,,,,,
,209,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",http://files.usgwarchives.net/al/walker/church/bp10pleasant.txt,,,,,,,,,
,211,"George Wallace Senior Citizen Center, Glencoe, Alabama","407 Hollingsworth Park Lane, Glencoe, AL 35905","33.956079, -85.925005",http://www.cityofglencoe.net/Senior-Citizen-Center,,,,,,,,,
,212,"The Log Cabin Sacred Harp Singing, North of Double Springs, Alabama",,,,,,,,,,,,
,213,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,214,"Old Dekalb Courthouse, Decatur, Georgia","101 E Court Square, Decatur, GA 30030","33.775122, -84.296484",http://www.dekalbhistory.org/dekalb_history_center_museum_dekalb-history.htm,,,,,,,,,
,216,"Liberty Church, Henagar, Alabama","1500 Liberty Rd, Henagar, AL 35978","34.651086, -85.757431",,,,,,,,,,
,217,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
,218,"Edwardsville Baptist Church, Edwardsville, Alabama","4062 Burton St, Heflin, AL 36264","33.706246, -85.508978",,,,,,,,,,
,219,"Old Enon Church, Lynn, Alabama","County Rd 37 x County Rd 339, Lynn, AL 35575","34.059402, -87.501603",,,,,,,,,,
,220,"Antioch Baptist Church, South of Tallapoosa, Georgia","1050 Old Hwy 100, Waco, GA 30182","33.661946, -85.283001",,,,,,,,,,
,221,"State Line Church, Cleburne County (Near Muscadine), Alabama","County Rd 207 (between County Rd 69 and the Georgia State Line), Muscadine, AL 36269","33.755559, -85.363100",,,,,,,,,,
,222,"Free Will Baptist Bible College, Nashville, Tennessee","3606 West End Ave, Nashville, TN 37205","36.134191, -86.827601",http://welch.edu/,now called Welch College,,,,,,,,
,224,"Antioch Baptist Church, Ider, Alabama","County Rd 783 x County Rd 141, Ider, AL 35981","34.750679, -85.628201",,,,,,,,,,
,225,"Old County Line Church, Corner, Alabama","Old County Line Church Rd, Warrior, AL 35180","33.807181, -86.927940",,,,,,,,,,
,226,"Rockford Chapel (Friends Meeting House) - Anthioch College, Yellow Springs, Ohio","515 President St, Yellow Springs, OH 45387","39.801500, -83.887432",https://www.quakercloud.org/cloud/yellow-springs-friends-meeting,,,,,,,,,
,227,"Emory Presbyterian Church, Atlanta, Georgia","1886 N Decatur Rd, Atlanta, GA 30307","33.792840, -84.314516",,,,,,,,,,
,228,"Rocky Mount Primitive Baptist Church, Arab, Alabama","Old Gunthersville Hwy off Hwy. 69, Arab, AL 35016","34.346525, -86.449990",,,,,,,,,,
,229,"Old Harmony Primtive Baptist Church, Abernathy, Alabama","Co Rd 60, Abernathy, AL 36264","33.646132, -85.418326",,,,,,,,,,
,230,"Old Union Church, Fayette County, Alabama","Old Union Rd x AL Hwy 107, Winfield, AL 35594","33.852638, -87.879822",,,,,,,,,,
,231,"New Orleans Baptist Theological Seminary - Sellers Music Building, New Orleans, Louisiana","3939 Gentilly Blvd, New Orleans, LA 70126","30.004435, -90.044436",http://nobts.edu/campusmap/default.html,Providence Place,,,,,,,,
1,232,"Pohick Episcopal Church, Lorton, Virginia","9301 Richmond Hwy, Lorton, VA 22079","38.709015, -77.193882",http://www.pohick.org/,,,,,,,,,
2,232,"Pohick Episcopal Church, Lorton, Virginia","9301 Richmond Hwy, Lorton, VA 22079","38.709015, -77.193882",http://www.pohick.org/,,,,,,,,,
3,232,"Hearst Hall, National Cathedral School","3612 Woodley Rd NW, Washington, DC 20016","38.931269, -77.072121",https://www.google.com/maps/d/viewer?mid=zquATVrQtBS8.kmKjRu2-M9E4&hl=en_US,,,,,,,,,
,233,"Friendship Primitive Baptist Church, Haleyville, Alabama","County Road 23 (in between intersections with County Road 3217 and Violet Road), Haleyville, AL 35565","34.236831, -87.513971",,,,,,,,,,
,234,"Oak Grove Primitive Baptist Church, Alpharetta, Georgia","Birmingham Rd x Freemanville Rd, Alpharetta, GA 30004","34.165021, -84.318133",,,,,,,,,,
,235,"Mount Moriah Primitive Baptist Church, Near Sneads Cross Road, Alabama","320 Wilson Chapel Rd, Susan Moore, AL 35952","34.060341, -86.428309",,,,,,,,,,
,236,"St. Michael Church, Cleburne County, Alabama","County Rd 14 x County Rd 40, Muscadine, AL 36269","33.815221, -85.406945",http://www.interment.net/data/us/al/cleburne/st_michael.htm,,,,,,,,,
,237,"Old Madison Church Building - Burritt On The Mountain, Huntsville, Alabama","3101 Burritt Drive, Huntsville, AL 35801","34.716914, -86.538961",,,,,,,,,,
,238,"Shady Grove (Keeton Cemetery), Nauvoo (Walker County), Alabama","Keeton Cemetery Rd x Keeton Ln (near Slicklizzard Rd), Nauvoo, AL 35578","33.953091, -87.463703",,,,,,,,,,
,239,"Emmaus Primitive Baptist Church, Carrollton, Georgia","2063 Oak Grove Church Rd, Carrollton, GA 30117","33.516981, -85.087110",,,,,,,,,,
,240,"Old Flatwoods Primitive Baptist Church, Nauvoo (Walker County), Alabama","Old Flatwood Rd (off Co Rd 11), Nauvoo, AL 35578","33.953960, -87.496812",,,,,,,,,,
,241,"Montclair Friends Meetinghouse, Montclair, New Jersey","289 Park St, Montclair, NJ 07043","40.833339, -74.204178",,,,,,,,,,
,242,"Angels Gate Cultural Center, San Pedro, California","3601 S Gaffey St, San Pedro, CA 90731","33.713440, -118.293494",http://www.angelsgateart.org/,,,,,,,,,
,243,"Federated Church, Arrow Rock, Missouri","505 High St, Arrow Rock, MO 65320","39.070548, -92.947759",,,,,,,,,,
,244,"City Administration Building, Lawerenceburg, Tennessee","233 W Gaines St, Lawrenceburg, TN 38464","35.242310, -87.337409",,,,,,,,,,
,245,"Pisgah Presbyterian Church, Versailles (near Lexington), Kentucky","710 Pisgah Pike, Versailles, KY 40383","38.054219, -84.654533",http://pisgahchurch.org/,,,,,,,,,
,246,"Cane Creek Primitive Baptist Church, Cleburne County, Alabama","US-78, Heflin, AL 36264","33.687325, -85.526104",,,,,,,,,,
,247,"New Canaan Baptist Church, Walker County, Alabama","4140 Coon Creek Rd, Empire, AL 35063","33.834173, -87.002627",,,,,,,,,,
,249,"Gum Pond Primitive Baptist Church, Eva, Alabama","Gum Pond Rd x Thompson Hollow, Eva, AL 35621","34.330782, -86.674134",,,,,,,,,,
,250,"Poplar Springs Baptist Church, Buchanan, Georgia","1151 Poplar Springs Church Rd, Buchanan, GA 30113","33.817598, -85.301690",https://www.facebook.com/poplarsprings37?rf=143316955691610,,,,,,,,,
,251,"Sullins School House, Hamilton, Alabama","Near Clifty Rd x Co Rd 49, Hamilton, AL 35570","34.177248, -87.864878",,,,,,,,,,
,252,"Sardis Baptist Church, Morris, Alabama","County Rd 144 (Sardis Rd), Gardendale, AL 35071","33.758640, -86.849019",,,,,,,,,,
,253,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,254,"Liberty Church, Henagar, Alabama","1500 Liberty Rd, Henagar, AL 35978","34.651086, -85.757431",,,,,,,,,,
,255,"Pine Tucky Church, Winston County, Alabama","County Road 8 (Between County Road 3065 & Birch Road), Double Springs, AL 35553","34.077980, -87.377503",,,,,,,,,,
,256,"Grace Church, Berryville, Virginia","Barnett St. x Church St., Berryville, VA 22611","39.152593, -77.980094",http://www.clarkeparish.org/default.asp,,,,,,,,,
,257,"United Ministry Center, Terre Haute, Indiana","321 N 7th St, Terre Haute, IN 47807","39.470134, -87.406692",http://www.thunitedcampusministries.org/,,,,,,,,,
,258,"Hopewell Primitive Baptist Church, Oneonta, Alabama","3681 Airport Rd, Altoona, AL 35952","33.965745, -86.374175",,,,,,,,,,
,259,"Alpharetta Municipal Building, Alpharetta, Georgia","2 S Main St, Alpharetta, GA 30009","34.075357, -84.294228",,Building was torn down sometime after 2012,,,,,,,,
,260,"Mount Vernon Primitive Baptist Church, Cullman, Alabama","8658 AL-69, Cullman, AL 35058","34.243394, -86.658128",,,,,,,,,,
,261,"New Hope Primitive Baptist Church, Villa Rica, Georgia","200 Old Liberty Rd, Villa Rica, GA 30180","33.729666, -84.901310",,,,,,,,,,
,262,"Pleasant Hill Church (Johnson School House), Fayette County, Alabama","Pleasant Hill Loop, Eldridge, AL 35554","33.841299, -87.614917",,,,,,,,,,
,263,"Trinity United Methodist Church, Birmingham, Alabama","1400 Oxmoor Rd, Homewood, AL 35209","33.475167, -86.803668",http://www.trinitybirmingham.com/,,,,,,,,,
,264,"Addington Chapel, Bremen Community, Cullman County, Alabama","185 Co Rd 59, Cullman County, AL 35033","33.982804, -87.009103",,,,,,,,,,
,265,"King School House (Mt. Vernon Baptist Church), Natural Bridge, Alabama","County Rd 357 (off US Hwy 278), Haleyville, AL 35565","34.103610,-87.572780",http://roadsidethoughts.com/cem_map.htm?cem=Mount%20Vernon%20Missionary%20Baptist%20Church%20Cemetery&lat=34.103610&lon=-87.572780&lsr=gn&st=Alabama&frm=Natural%20Bridge&dir=ENE&dst=1&frm=Natural%20Bridge,,,,,,,,,
,267,"Macedonia Primitive Baptist Church, Jackson County, Alabama","County Rd 43 x County Rd 38, Section, AL 35771","34.518593, -86.000019",,,,,,,,,,
,268,"Little Vine Primitive Baptist Church, Empire, Alabama","11 Little Vine Rd, Empire, AL 35063","33.815995, -86.983168",,,,,,,,,,
,269,"Hopewell Primitive Baptist Church, Ephesus, Georgia","Hopewell Rd, Roopville, GA 30170","33.401821, -85.220497",,,,,,,,,,
,270,"St. Peter’s Episcopal Church, Cazenovia, New York","12 Mill St, Cazenovia, NY 13035","42.929005, -75.853590",http://www.stpeterscaz.org/index.html,,,,,,,,,
,271,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,272,"Ebenezer Primitive Baptist Church, Dunwoody, Georgia","7325 Roberts Dr, Dunwoody, GA 30350","33.970467, -84.338826",,,,,,,,,,
,273,"Mt. Lebanon Missionary Baptist Church, Fayette County, Alabama","Mt. Lebanon Rd, Fayette, AL 35555","33.773864, -87.888766",,,,,,,,,,
,274,"New Hope Church No. 1, Cullman County, Alabama","County Road 940 x County Road 998, Cullman, AL 35057","34.145166, -87.067362",,,,,,,,,,
,275,"Irish American Heritage Center, Chicago, Illinois","4626 N Knox Ave, Chicago, IL 60630","41.965317, -87.744410",http://irish-american.org/,,,,,,,,,
,276,"Jones Chapel Senior Center, Cullman County, Alabama","96 County Road 940, Cullman, AL 35057","34.207554, -87.053566",,,,,,,,,,
,277,"Muscadine Methodist Church, Muscadine, Alabama","County Rd 49 x County Rd 267 (North Side of town), Muscadine, AL 36269","33.734901, -85.386113",https://www.facebook.com/pages/Muscadine-Methodist-Church/1171874286287312,,,,,,,,,
,278,"Liberty Church, Henagar, Alabama","1500 Liberty Rd, Henagar, AL 35978","34.651086, -85.757431",,,,,,,,,,
,279,"Cross Roads Baptist Church, North of Tallapoosa, Georgia","Cross Roads Church Rd x Steadman Rd, Buchanan, GA 30113","33.863252, -85.343170",http://files.usgwarchives.net/ga/haralson/cemeteries/crossrds.txt,,,,,,,,,
,280,"New Flatwoods Church, Nauvoo (Walker County), Alabama","New Flatwood Rd (between County Rd 11 & Jagger Rd), Nauvoo, AL 35578","33.946955, -87.488410",,,,,,,,,,
,281,"Cullman County Courthouse, Cullman, Alabama","500 Second Ave SW, Cullman, AL 35055","34.172430, -86.841761",,,,,,,,,,
,282,"Oak Grove Primitive Baptist Church, Sylacauga, Alabama","Lander's Loop, Sylacauga, AL 35150","33.183288, -86.293089",,,,,,,,,,
,283,"New Testament Baptist Church, Goshen, Indiana","22111 Co Rd 38, Goshen, IN 46526","41.551538, -85.888411",,,,,,,,,,
,284,"Mt. Oak Methodist Church, Arab, Alabama","Ruth Rd x Mt. Oak Rd, Arab, AL 35016","34.363246, -86.550633",,,,,,,,,,
,285,"Zion Rest Primitive Baptist Church, Jasper, Alabama","1304 Viking Dr, Jasper, AL 35501","33.835992, -87.259882",http://www.zionrestpbc.org/,,,,,,,,,
,286,"New Prospect Church, Cullman County, Alabama","County Rd 38 x County Rd 76, Cullman, AL 35057","33.984971, -86.926104",,,,,,,,,,
,287,"Gum Pond Primitive Baptist Church, Eva, Alabama","Gum Pond Rd x Thompson Hollow, Eva, AL 35621","34.330782, -86.674134",,,,,,,,,,
,288,"Mount Zion Methodist Church, Mt. Zion, Georgia","49 N Prospect Ave, Mt Zion, GA 30150","33.635849, -85.186858",,,,,,,,,,
,289,"Marion County Court House, Hamilton, Alabama","132 Military St South, Hamilton, AL 35570","34.142114, -87.989100",,,,,,,,,,
,290,"Hopewell Primitive Baptist Church, Oneonta, Alabama","3681 Airport Rd, Altoona, AL 35952","33.965745, -86.374175",,,,,,,,,,
,291,"Wilson’s Chapel, Carrollton (Cross Plains Community), Georgia","272 Hutcheson Ferry Rd, Whitesburg, GA 30185","33.556988, -84.966111",https://www.facebook.com/WilsonsChapel/timeline?ref=page_internal,,,,,,,,,
,292,"Bevill State Junior College, Fayette, Alabama","2631 Temple Avenue N, Fayette, AL 35555","33.725314, -87.818594",,,,,,,,,,
,294,"Zion Primitive Baptist Church, Gordo, Alabama","County Rd 49 x Dyer Dr, Gordo, AL 35466","33.424273, -87.879035",,,,,,,,,,
,295,"Macedonia Baptist Church, Haleyville, Alabama","Macedonia Rd (County Rd 32), Haleyville, AL 35565","34.208548, -87.543024",,,,,,,,,,
,296,"Second Creek Primitive Baptist Church, Five Points, Tennessee","Church Rd x Second Creek Rd, Five Points, TN 38457","35.023935, -87.337733",,,,,,,,,,
,297,"Elmore Center United Methodist Church, near Gordo, Alabama","Elmore Center Church Rd (County Roads 9 and 21), Gordo, AL 35466","33.279394, -87.907044",,,,,,,,,,
,298,"Jones Chapel Senior Center, Cullman County, Alabama","96 County Road 940, Cullman, AL 35057","34.207554, -87.053566",,,,,,,,,,
,299,"Cane Creek Primitive Baptist Church, Cleburne County, Alabama","US-78, Heflin, AL 36264","33.687325, -85.526104",,,,,,,,,,
,300,"Concord Primitive Baptist Church, Winfield, Alabama","575 County Highway 173, Winfield, AL 35594","33.944158, -87.794022",,"Rented by Winfield City Family Church, from April 2012 until January 2016. https://www.facebook.com/WinfieldCityFamilyChurch/timeline?ref=page_internal",,,,,,,,
